SESU_ID,canonical_loss_event_year,cell,signed_distance_km,side,loss_fraction_2001_2012,gain_fraction_2000_2012,overlap_fraction_2000_2012,forest_eligible_2000,landscape_group,park_side,in_5km,in_10km,in_20km,canonical_loss_crossed_25pct_by_2012,any_native_gain,any_native_overlap,gain_fraction_ge_10pct,gain_fraction_ge_25pct,gain_fraction_ge_50pct,governance_profile_at_loss
1,2002,10309,121.5082265625,outside,0.297634422779083,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,10757,120.82321875,outside,0.323020696640015,0.00609639752656221,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,14115,58.71328515625,outside,0.501667439937592,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,30631,39.51265625,outside,0.676475942134857,0.00609016977250576,0.00609016977250576,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,39971,37.963796875,outside,0.388269603252411,0.00199752976186574,0.00199752976186574,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,41313,36.5,outside,0.275565892457962,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,41759,36.4588828125,outside,0.39925292134285,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,41760,36.12478515625,outside,0.431276738643646,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,41762,35.468296875,outside,0.313138872385025,0.00188272225204855,0.00188272225204855,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,42625,46.45696875,outside,0.304242938756943,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,42627,45.63167578125,outside,0.417065471410751,0.00258345273323357,0.00258345273323357,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,42650,36.76955078125,outside,0.471271008253098,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,42652,36.06937890625,outside,0.415745824575424,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,43103,34.3402109375,outside,0.398644357919693,0.0060887192375958,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,43517,46.74665625,outside,0.263407289981842,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,43518,46.3249375,outside,0.366430371999741,0.00608906149864197,0.00608906149864197,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,43995,34.2965,outside,0.354483485221863,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,44429,38.8104375,outside,0.387162894010544,0.0264434665441513,0.0173104200512171,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,44876,38.50324609375,outside,0.296643555164337,0.00661148224025965,0.00661148224025965,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Neither actor dominant
1,2002,44892,32.53459765625,outside,0.324537873268127,0,0,TRUE,Depression,outside,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Neither actor dominant
