run_id,outcome,governance_profile,estimate,standard_error,conf_low,conf_high,odds_ratio,boundary_center_km,design_membership,comparison_direction,result_type,fit_validity_status,warning_messages,design,legal_rank,legal_percentile_among_offsets
boundary_30__tree_cover_loss,tree_cover_loss,Militia dominant minus Park dominant,-0.345996643358299,0.178095491715781,-0.695057392930182,0.00306410621358427,0.707514861976406,30,dense;round_number,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,9,0.8
boundary_35__agriculture,agriculture,Neither actor dominant,-0.223476991488311,0.133044083949838,-0.484238604386116,0.0372846214094941,0.799733292328717,35,dense;non_adjacent,park-facing minus outward-facing,profile,valid,"",dense,10,0.9
boundary_35__agriculture,agriculture,Militia dominant,-0.332966306878028,0.121357919980735,-0.570823459278962,-0.0951091544770942,0.716794344788129,35,dense;non_adjacent,park-facing minus outward-facing,profile,valid,"",dense,8,0.7
boundary_35__agriculture,agriculture,Park dominant,-0.315078357282555,0.0561022851513498,-0.425036815629597,-0.205119898935513,0.729731692236374,35,dense;non_adjacent,park-facing minus outward-facing,profile,valid,"",dense,3,0.2
boundary_35__agriculture,agriculture,Neither actor dominant minus Militia dominant,0.109489315389717,0.19840539754528,-0.279378118137383,0.498356748916817,1.11570814996469,35,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,4,0.3
boundary_35__agriculture,agriculture,Neither actor dominant minus Park dominant,0.0916013657942442,0.155360291148893,-0.212899209485243,0.396101941073731,1.09592786066042,35,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,11,1
boundary_35__agriculture,agriculture,Militia dominant minus Park dominant,-0.017887949595473,0.137478799207626,-0.287341444680234,0.251565545489288,0.982271090065177,35,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,valid,"",dense,11,1
boundary_35__fire,fire,Neither actor dominant,-0.323999418440159,0.0258408991419499,-0.374646650086513,-0.273352186793805,0.723250662993261,35,dense;non_adjacent,park-facing minus outward-facing,profile,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,9,0.8
boundary_35__fire,fire,Militia dominant,-0.334426062195696,0.0282336338210197,-0.389762967637587,-0.279089156753806,0.715748763763549,35,dense;non_adjacent,park-facing minus outward-facing,profile,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,7,0.6
boundary_35__fire,fire,Park dominant,-0.418452755341722,0.0266699367937268,-0.470724870927386,-0.366180639756058,0.658064218876918,35,dense;non_adjacent,park-facing minus outward-facing,profile,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,7,0.6
boundary_35__fire,fire,Neither actor dominant minus Militia dominant,0.010426643755537,0.0382725954766182,-0.0645862649735054,0.0854395524845793,1.01048119062095,35,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,11,1
boundary_35__fire,fire,Neither actor dominant minus Park dominant,0.0944533369015631,0.0371378105752131,0.0216645657094746,0.167242108093651,1.09905787649052,35,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,9,0.8
boundary_35__fire,fire,Militia dominant minus Park dominant,0.0840266931460261,0.0388390672888531,0.00790352006674634,0.160149866225306,1.0876579264332,35,dense;non_adjacent,difference between profile-specific park-facing minus outward-facing contrasts,pairwise,strict_valid,"Model convergence problem; false convergence (8). See vignette('troubleshooting'), help('diagnose')",dense,4,0.3
boundary_35__tree_cover_loss,tree_cover_loss,Neither actor dominant,-0.193720970503132,0.168307738955165,-0.523598077174625,0.136156136168361,0.823887761186135,35,dense;non_adjacent,park-facing minus outward-facing,profile,valid,"",dense,1,0
boundary_35__tree_cover_loss,tree_cover_loss,Militia dominant,-0.145545588250249,0.215729145076715,-0.568366943016227,0.277275766515729,0.864550475832102,35,dense;non_adjacent,park-facing minus outward-facing,profile,valid,"",dense,1,0
