cell,event_year,SESU_ID,landscape_group,park_side,signed_distance_km,governance_profile_at_event,postevent_class,classification_reason,side,cropland_fraction_year_minus1,cropland_fraction_year0,cropland_fraction_year_plus1,cropland_fraction_year_plus2,cropland_fraction_year_plus3,right_censored_by_calendar,in_5km,in_10km,in_20km
69566,2019,1,Depression,outside,1.11803393554687,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,TRUE,TRUE,TRUE
69893,2019,1,Depression,outside,33.58943359375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
70304,2019,1,Depression,outside,47.16990625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
70340,2019,1,Depression,outside,33.23401953125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
76544,2019,1,Depression,outside,52.20153125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
76692,2019,1,Depression,inside,-3.35410205078125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,inside,,,,,,FALSE,TRUE,TRUE,TRUE
80170,2019,1,Depression,outside,27.784888671875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
85169,2019,1,Depression,inside,-0.5,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,inside,,,,,,FALSE,TRUE,TRUE,TRUE
91274,2019,1,Depression,outside,59.51890625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
91688,2019,1,Depression,outside,75.744640625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
95871,2019,1,Depression,inside,-3.64005493164063,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,inside,,,,,,FALSE,TRUE,TRUE,TRUE
97930,2019,1,Depression,outside,76.3708046875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
98913,2019,1,Depression,outside,39.003203125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
100681,2019,1,Depression,outside,49.063734375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
102559,2019,1,Depression,outside,5.83095166015625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,TRUE,TRUE
103354,2019,1,Depression,outside,50.58903125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
103712,2019,1,Depression,outside,83.4865234375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
104249,2019,1,Depression,outside,49.54291015625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
108835,2019,1,Depression,outside,6.94622216796875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,TRUE,TRUE
109109,2019,1,Depression,outside,66.6126875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
111058,2019,1,Depression,outside,8.200609375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,TRUE,TRUE
111954,2019,1,Depression,outside,6.8007353515625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,TRUE,TRUE
112836,2019,1,Depression,outside,11.2361025390625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,TRUE
117313,2019,1,Depression,outside,5.4083271484375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,TRUE,TRUE
118224,2019,1,Depression,inside,-2.23606787109375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,inside,,,,,,FALSE,TRUE,TRUE,TRUE
118634,2019,1,Depression,outside,13.0384052734375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,TRUE
160895,2019,1,Depression,outside,48.5926953125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
837,2020,1,Depression,outside,73.8664296875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
1205,2020,1,Depression,outside,73.17103125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
2118,2020,1,Depression,outside,71.599578125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
2230,2020,1,Depression,outside,81.685375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
3888,2020,1,Depression,outside,70.1444921875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
4780,2020,1,Depression,outside,69.218859375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
8339,2020,1,Depression,outside,66.00946875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
8374,2020,1,Depression,outside,64.9191796875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
9237,2020,1,Depression,outside,65.11528125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
9682,2020,1,Depression,outside,64.71862109375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
10535,2020,1,Depression,outside,62.45198046875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
10573,2020,1,Depression,outside,63.4606171875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
10576,2020,1,Depression,outside,63.7377421875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
10669,2020,1,Depression,outside,62.9384609375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
11428,2020,1,Depression,outside,61.40032421875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
11453,2020,1,Depression,outside,61.6299453125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
11464,2020,1,Depression,outside,62.2294140625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
12779,2020,1,Depression,outside,60.0520625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
12901,2020,1,Depression,outside,60.151890625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
15388,2020,1,Depression,outside,61.1923203125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
15478,2020,1,Depression,outside,57.21887890625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
15922,2020,1,Depression,outside,56.6083046875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
15924,2020,1,Depression,outside,56.678921875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
16396,2020,1,Depression,outside,56.6414140625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
17280,2020,1,Depression,outside,56.29387109375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
17286,2020,1,Depression,outside,55.9933046875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
17289,2020,1,Depression,outside,55.7315,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
17699,2020,1,Depression,outside,54.509171875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
17810,2020,1,Depression,outside,53.93514453125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
19042,2020,1,Depression,outside,53,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
19078,2020,1,Depression,outside,53.67727734375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
19782,2020,1,Depression,outside,80.2153359375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
20366,2020,1,Depression,outside,51.3517265625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
20367,2020,1,Depression,outside,51.412546875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
20491,2020,1,Depression,outside,50.8945,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
21258,2020,1,Depression,outside,50.24937890625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
21261,2020,1,Depression,outside,50.42073046875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
22137,2020,1,Depression,outside,49.022953125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
22148,2020,1,Depression,outside,49.09175,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
22572,2020,1,Depression,outside,49.07647265625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
22590,2020,1,Depression,outside,48.502578125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
22598,2020,1,Depression,outside,48.70831640625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
22601,2020,1,Depression,outside,48.8697265625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
22602,2020,1,Depression,outside,48.93362890625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
22604,2020,1,Depression,outside,49.07647265625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
22615,2020,1,Depression,outside,49.022953125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
23062,2020,1,Depression,outside,48.52319140625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
23066,2020,1,Depression,outside,48.5,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
24860,2020,1,Depression,outside,46.56715625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
24957,2020,1,Depression,outside,45.62071875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
25662,2020,1,Depression,outside,52.47856640625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
25766,2020,1,Depression,outside,46.2871484375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
26206,2020,1,Depression,outside,45.27692578125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
26638,2020,1,Depression,outside,44.5252734375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
27053,2020,1,Depression,outside,43.545953125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
27187,2020,1,Depression,outside,42.79310546875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
27472,2020,1,Depression,outside,45.88027734375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
27632,2020,1,Depression,outside,42.190046875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
28076,2020,1,Depression,outside,41.575234375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
29147,2020,1,Depression,outside,83.29015625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
29296,2020,1,Depression,outside,41.01219140625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
29742,2020,1,Depression,outside,40.5030859375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
30312,2020,1,Depression,outside,39.11521484375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
30641,2020,1,Depression,outside,39.61376171875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
32373,2020,1,Depression,outside,44.52246484375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
34187,2020,1,Depression,outside,37.165171875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
35934,2020,1,Depression,outside,45.98369140625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
35947,2020,1,Depression,outside,41.80012109375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
36415,2020,1,Depression,outside,36.045109375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
36422,2020,1,Depression,outside,34.7850546875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
37924,2020,1,Depression,outside,31.945265625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
38764,2020,1,Depression,outside,31,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
39526,2020,1,Depression,outside,37.71604296875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
39684,2020,1,Depression,outside,28.714107421875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
39694,2020,1,Depression,outside,28.504384765625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
40103,2020,1,Depression,outside,29.504236328125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
40403,2020,1,Depression,outside,42.85148828125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
40548,2020,1,Depression,outside,29.038767578125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
40549,2020,1,Depression,outside,29.017236328125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
41317,2020,1,Depression,outside,35.21718359375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
41743,2020,1,Depression,outside,42.25221875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
42212,2020,1,Depression,outside,34.12476953125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
42219,2020,1,Depression,outside,32.03513671875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
42786,2020,1,Depression,outside,26.5,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
43086,2020,1,Depression,outside,40.52776953125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
43529,2020,1,Depression,outside,41.80012109375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
45789,2020,1,Depression,outside,30.777427734375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
46659,2020,1,Depression,outside,39.38591015625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
49736,2020,1,Depression,outside,61.68468359375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
59307,2020,1,Depression,outside,12.0208154296875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,TRUE
66445,2020,1,Depression,outside,5.2201533203125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,TRUE,TRUE
67775,2020,1,Depression,outside,1.11803393554687,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,TRUE,TRUE,TRUE
67780,2020,1,Depression,outside,2.91547583007813,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,TRUE,TRUE,TRUE
68220,2020,1,Depression,outside,0.5,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,TRUE,TRUE,TRUE
69891,2020,1,Depression,outside,34.2965,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
70012,2020,1,Depression,outside,0.5,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,TRUE,TRUE,TRUE
70459,2020,1,Depression,inside,-0.5,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,inside,,,,,,FALSE,TRUE,TRUE,TRUE
72214,2020,1,Depression,inside,-1.80277563476563,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,inside,,,,,,FALSE,TRUE,TRUE,TRUE
77614,2020,1,Depression,inside,-6.26498193359375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,inside,,,,,,FALSE,FALSE,TRUE,TRUE
78905,2020,1,Depression,outside,3.60555126953125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,TRUE,TRUE,TRUE
80585,2020,1,Depression,outside,42.216703125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
81938,2020,1,Depression,outside,36.05551171875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
83728,2020,1,Depression,outside,34.48187890625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
85061,2020,1,Depression,outside,37.963796875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
88199,2020,1,Depression,outside,32.8823671875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
92573,2020,1,Depression,outside,78.3150703125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
93530,2020,1,Depression,outside,48.810859375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
97484,2020,1,Depression,outside,76.36753125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
97932,2020,1,Depression,outside,75.660421875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
98377,2020,1,Depression,outside,76.021375,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
98389,2020,1,Depression,outside,71.8139921875,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
98538,2020,1,Depression,outside,3,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,TRUE,TRUE,TRUE
99270,2020,1,Depression,outside,75.69015625,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
99718,2020,1,Depression,outside,74.983328125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
102022,2020,1,Depression,outside,48.44842578125,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,FALSE,FALSE,FALSE
102564,2020,1,Depression,outside,3.90512475585938,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,TRUE,TRUE,TRUE
102565,2020,1,Depression,outside,3.53553393554688,Park dominant,missing/uncertain,annual AFCD cropland-fraction source unavailable; event-year raster alone is insufficient,outside,,,,,,FALSE,TRUE,TRUE,TRUE
