cell,SESU_ID,signed_distance_km,side,event_year,x_m,y_m,in_10km,old_event_year,old_side,old_distance,old_in_10km,matches
39981,1,34.94638671875,outside,2014,430750,9093250,FALSE,2014,outside,34.94638671875,FALSE,TRUE
39988,1,33.1209921875,outside,2017,434250,9093250,FALSE,2017,outside,33.1209921875,FALSE,TRUE
39989,1,32.8823671875,outside,2018,434750,9093250,FALSE,2018,outside,32.8823671875,FALSE,TRUE
40041,1,29.920728515625,outside,2008,460750,9093250,FALSE,2008,outside,29.920728515625,FALSE,TRUE
40098,1,29.652150390625,outside,2019,489250,9093250,FALSE,2019,outside,29.652150390625,FALSE,TRUE
40099,1,29.6057421875,outside,2017,489750,9093250,FALSE,2017,outside,29.6057421875,FALSE,TRUE
40100,1,29.56771875,outside,2019,490250,9093250,FALSE,2019,outside,29.56771875,FALSE,TRUE
40101,1,29.538111328125,outside,2021,490750,9093250,FALSE,2021,outside,29.538111328125,FALSE,TRUE
40103,1,29.504236328125,outside,2020,491750,9093250,FALSE,2020,outside,29.504236328125,FALSE,TRUE
40139,1,28,outside,2021,509750,9093250,FALSE,2021,outside,28,FALSE,TRUE
40392,1,47.10095703125,outside,2018,412750,9092750,FALSE,2018,outside,47.10095703125,FALSE,TRUE
40403,1,42.85148828125,outside,2020,418250,9092750,FALSE,2020,outside,42.85148828125,FALSE,TRUE
40405,1,42.1099765625,outside,2007,419250,9092750,FALSE,2007,outside,42.1099765625,FALSE,TRUE
40406,1,41.74326171875,outside,2019,419750,9092750,FALSE,2019,outside,41.74326171875,FALSE,TRUE
40407,1,41.37934375,outside,2017,420250,9092750,FALSE,2017,outside,41.37934375,FALSE,TRUE
40415,1,38.57784375,outside,2017,424250,9092750,FALSE,2017,outside,38.57784375,FALSE,TRUE
40421,1,36.62308203125,outside,2007,427250,9092750,FALSE,2007,outside,36.62308203125,FALSE,TRUE
40422,1,36.31115625,outside,2014,427750,9092750,FALSE,2014,outside,36.31115625,FALSE,TRUE
40423,1,36.00347265625,outside,2014,428250,9092750,FALSE,2014,outside,36.00347265625,FALSE,TRUE
40428,1,34.53259375,outside,2014,430750,9092750,FALSE,2014,outside,34.53259375,FALSE,TRUE
40429,1,34.25273828125,outside,2005,431250,9092750,FALSE,2005,outside,34.25273828125,FALSE,TRUE
40430,1,33.97793359375,outside,2010,431750,9092750,FALSE,2010,outside,33.97793359375,FALSE,TRUE
40431,1,33.70830859375,outside,2013,432250,9092750,FALSE,2013,outside,33.70830859375,FALSE,TRUE
40487,1,29.516943359375,outside,2017,460250,9092750,FALSE,2017,outside,29.516943359375,FALSE,TRUE
40488,1,29.42787890625,outside,2010,460750,9092750,FALSE,2010,outside,29.42787890625,FALSE,TRUE
40546,1,29.10755859375,outside,2014,489750,9092750,FALSE,2014,outside,29.10755859375,FALSE,TRUE
40547,1,29.0688828125,outside,2014,490250,9092750,FALSE,2014,outside,29.0688828125,FALSE,TRUE
40548,1,29.038767578125,outside,2020,490750,9092750,FALSE,2020,outside,29.038767578125,FALSE,TRUE
40549,1,29.017236328125,outside,2020,491250,9092750,FALSE,2020,outside,29.017236328125,FALSE,TRUE
40619,1,31.815876953125,outside,2017,526250,9092750,FALSE,2017,outside,31.815876953125,FALSE,TRUE
40767,1,78.65271875,outside,2016,376750,9092250,FALSE,2016,outside,78.65271875,FALSE,TRUE
40810,1,59.05929296875,outside,2019,398250,9092250,FALSE,2019,outside,59.05929296875,FALSE,TRUE
40850,1,42.52058203125,outside,2001,418250,9092250,FALSE,2001,outside,42.52058203125,FALSE,TRUE
40852,1,41.7731953125,outside,2001,419250,9092250,FALSE,2001,outside,41.7731953125,FALSE,TRUE
40854,1,41.0365703125,outside,2022,420250,9092250,FALSE,2022,outside,41.0365703125,FALSE,TRUE
40860,1,38.89730078125,outside,2022,423250,9092250,FALSE,2022,outside,38.89730078125,FALSE,TRUE
40864,1,37.5366484375,outside,2019,425250,9092250,FALSE,2019,outside,37.5366484375,FALSE,TRUE
40867,1,36.55475390625,outside,2015,426750,9092250,FALSE,2015,outside,36.55475390625,FALSE,TRUE
40868,1,36.23534375,outside,2015,427250,9092250,FALSE,2015,outside,36.23534375,FALSE,TRUE
40869,1,35.92005078125,outside,2014,427750,9092250,FALSE,2014,outside,35.92005078125,FALSE,TRUE
40871,1,35.302265625,outside,2017,428750,9092250,FALSE,2017,outside,35.302265625,FALSE,TRUE
40872,1,35,outside,2010,429250,9092250,FALSE,2010,outside,35,FALSE,TRUE
40873,1,34.7023046875,outside,2014,429750,9092250,FALSE,2014,outside,34.7023046875,FALSE,TRUE
40874,1,34.40930078125,outside,2006,430250,9092250,FALSE,2006,outside,34.40930078125,FALSE,TRUE
40875,1,34.121109375,outside,2015,430750,9092250,FALSE,2015,outside,34.121109375,FALSE,TRUE
40878,1,33.2866328125,outside,2005,432250,9092250,FALSE,2005,outside,33.2866328125,FALSE,TRUE
40882,1,32.24903125,outside,2004,434250,9092250,FALSE,2004,outside,32.24903125,FALSE,TRUE
40934,1,29.025849609375,outside,2017,460250,9092250,FALSE,2017,outside,29.025849609375,FALSE,TRUE
40994,1,28.57008984375,outside,2004,490250,9092250,FALSE,2004,outside,28.57008984375,FALSE,TRUE
40995,1,28.539447265625,outside,2005,490750,9092250,FALSE,2005,outside,28.539447265625,FALSE,TRUE
41000,1,28.504384765625,outside,2017,493250,9092250,FALSE,2017,outside,28.504384765625,FALSE,TRUE
41003,1,28.57008984375,outside,2012,494750,9092250,FALSE,2012,outside,28.57008984375,FALSE,TRUE
41015,1,28.306359375,outside,2017,500750,9092250,FALSE,2017,outside,28.306359375,FALSE,TRUE
41021,1,27.5544921875,outside,2013,503750,9092250,FALSE,2013,outside,27.5544921875,FALSE,TRUE
41029,1,27.041634765625,outside,2009,507750,9092250,FALSE,2009,outside,27.041634765625,FALSE,TRUE
41297,1,42.1930078125,outside,2018,418250,9091750,FALSE,2018,outside,42.1930078125,FALSE,TRUE
41298,1,41.8150703125,outside,2017,418750,9091750,FALSE,2017,outside,41.8150703125,FALSE,TRUE
41299,1,41.43971484375,outside,2017,419250,9091750,FALSE,2017,outside,41.43971484375,FALSE,TRUE
41310,1,37.50333203125,outside,2017,424750,9091750,FALSE,2017,outside,37.50333203125,FALSE,TRUE
41311,1,37.165171875,outside,2017,425250,9091750,FALSE,2017,outside,37.165171875,FALSE,TRUE
41313,1,36.5,outside,2018,426250,9091750,FALSE,2018,outside,36.5,FALSE,TRUE
41316,1,35.53167578125,outside,2019,427750,9091750,FALSE,2019,outside,35.53167578125,FALSE,TRUE
41317,1,35.21718359375,outside,2020,428250,9091750,FALSE,2020,outside,35.21718359375,FALSE,TRUE
41318,1,34.90701953125,outside,2018,428750,9091750,FALSE,2018,outside,34.90701953125,FALSE,TRUE
41319,1,34.60130078125,outside,2013,429250,9091750,FALSE,2013,outside,34.60130078125,FALSE,TRUE
41320,1,34.30014453125,outside,2015,429750,9091750,FALSE,2015,outside,34.30014453125,FALSE,TRUE
41322,1,33.712015625,outside,2014,430750,9091750,FALSE,2014,outside,33.712015625,FALSE,TRUE
41323,1,33.4252890625,outside,2016,431250,9091750,FALSE,2016,outside,33.4252890625,FALSE,TRUE
41325,1,32.86715625,outside,2005,432250,9091750,FALSE,2005,outside,32.86715625,FALSE,TRUE
41440,1,28.111384765625,outside,2014,489750,9091750,FALSE,2014,outside,28.111384765625,FALSE,TRUE
41450,1,28.071337890625,outside,2011,494750,9091750,FALSE,2011,outside,28.071337890625,FALSE,TRUE
41451,1,28.111384765625,outside,2017,495250,9091750,FALSE,2017,outside,28.111384765625,FALSE,TRUE
41453,1,28.21790234375,outside,2017,496250,9091750,FALSE,2017,outside,28.21790234375,FALSE,TRUE
41462,1,27.82983984375,outside,2014,500750,9091750,FALSE,2014,outside,27.82983984375,FALSE,TRUE
41464,1,27.54087890625,outside,2017,501750,9091750,FALSE,2017,outside,27.54087890625,FALSE,TRUE
41735,1,45.4009921875,outside,2018,413750,9091250,FALSE,2018,outside,45.4009921875,FALSE,TRUE
41742,1,42.63801171875,outside,2017,417250,9091250,FALSE,2017,outside,42.63801171875,FALSE,TRUE
41743,1,42.25221875,outside,2020,417750,9091250,FALSE,2020,outside,42.25221875,FALSE,TRUE
41744,1,41.86884375,outside,2017,418250,9091250,FALSE,2017,outside,41.86884375,FALSE,TRUE
41747,1,40.733890625,outside,2018,419750,9091250,FALSE,2018,outside,40.733890625,FALSE,TRUE
41757,1,37.13825390625,outside,2016,424750,9091250,FALSE,2016,outside,37.13825390625,FALSE,TRUE
41758,1,36.79673828125,outside,2010,425250,9091250,FALSE,2010,outside,36.79673828125,FALSE,TRUE
41760,1,36.12478515625,outside,2004,426250,9091250,FALSE,2004,outside,36.12478515625,FALSE,TRUE
41763,1,35.146125,outside,2009,427750,9091250,FALSE,2009,outside,35.146125,FALSE,TRUE
41764,1,34.8281484375,outside,2014,428250,9091250,FALSE,2014,outside,34.8281484375,FALSE,TRUE
41765,1,34.51448828125,outside,2017,428750,9091250,FALSE,2017,outside,34.51448828125,FALSE,TRUE
41766,1,34.20526171875,outside,2013,429250,9091250,FALSE,2013,outside,34.20526171875,FALSE,TRUE
41767,1,33.90058984375,outside,2007,429750,9091250,FALSE,2007,outside,33.90058984375,FALSE,TRUE
41772,1,32.4499609375,outside,2017,432250,9091250,FALSE,2017,outside,32.4499609375,FALSE,TRUE
41773,1,32.17530078125,outside,2021,432750,9091250,FALSE,2021,outside,32.17530078125,FALSE,TRUE
41887,1,27.61340234375,outside,2007,489750,9091250,FALSE,2007,outside,27.61340234375,FALSE,TRUE
41918,1,26.305892578125,outside,2022,505250,9091250,FALSE,2022,outside,26.305892578125,FALSE,TRUE
42212,1,34.12476953125,outside,2020,428750,9090750,FALSE,2020,outside,34.12476953125,FALSE,TRUE
42213,1,33.81198046875,outside,2003,429250,9090750,FALSE,2003,outside,33.81198046875,FALSE,TRUE
42214,1,33.50373046875,outside,2010,429750,9090750,FALSE,2010,outside,33.50373046875,FALSE,TRUE
42215,1,33.20015234375,outside,2001,430250,9090750,FALSE,2001,outside,33.20015234375,FALSE,TRUE
42218,1,32.318724609375,outside,2006,431750,9090750,FALSE,2006,outside,32.318724609375,FALSE,TRUE
42219,1,32.03513671875,outside,2020,432250,9090750,FALSE,2020,outside,32.03513671875,FALSE,TRUE
42220,1,31.756888671875,outside,2017,432750,9090750,FALSE,2017,outside,31.756888671875,FALSE,TRUE
42221,1,31.484123046875,outside,2022,433250,9090750,FALSE,2022,outside,31.484123046875,FALSE,TRUE
42334,1,27.115494140625,outside,2021,489750,9090750,FALSE,2021,outside,27.115494140625,FALSE,TRUE
42344,1,27.07397265625,outside,2006,494750,9090750,FALSE,2006,outside,27.07397265625,FALSE,TRUE
42346,1,27.16615625,outside,2006,495750,9090750,FALSE,2006,outside,27.16615625,FALSE,TRUE
42348,1,27.2946875,outside,2019,496750,9090750,FALSE,2019,outside,27.2946875,FALSE,TRUE
42625,1,46.45696875,outside,2017,411750,9090250,FALSE,2017,outside,46.45696875,FALSE,TRUE
42639,1,40.84421484375,outside,2018,418750,9090250,FALSE,2018,outside,40.84421484375,FALSE,TRUE
42640,1,40.45985546875,outside,2014,419250,9090250,FALSE,2014,outside,40.45985546875,FALSE,TRUE
42650,1,36.76955078125,outside,2015,424250,9090250,FALSE,2015,outside,36.76955078125,FALSE,TRUE
42651,1,36.41771484375,outside,2017,424750,9090250,FALSE,2017,outside,36.41771484375,FALSE,TRUE
42652,1,36.06937890625,outside,2006,425250,9090250,FALSE,2006,outside,36.06937890625,FALSE,TRUE
42657,1,34.38386328125,outside,2010,427750,9090250,FALSE,2010,outside,34.38386328125,FALSE,TRUE
42660,1,33.42155078125,outside,2013,429250,9090250,FALSE,2013,outside,33.42155078125,FALSE,TRUE
42661,1,33.10966796875,outside,2014,429750,9090250,FALSE,2014,outside,33.10966796875,FALSE,TRUE
42662,1,32.8024375,outside,2017,430250,9090250,FALSE,2017,outside,32.8024375,FALSE,TRUE
42665,1,31.910029296875,outside,2005,431750,9090250,FALSE,2005,outside,31.910029296875,FALSE,TRUE
42666,1,31.62277734375,outside,2019,432250,9090250,FALSE,2019,outside,31.62277734375,FALSE,TRUE
42780,1,26.669271484375,outside,2021,489250,9090250,FALSE,2021,outside,26.669271484375,FALSE,TRUE
42783,1,26.54241796875,outside,2008,490750,9090250,FALSE,2008,outside,26.54241796875,FALSE,TRUE
42784,1,26.518861328125,outside,2018,491250,9090250,FALSE,2018,outside,26.518861328125,FALSE,TRUE
42786,1,26.5,outside,2020,492250,9090250,FALSE,2020,outside,26.5,FALSE,TRUE
42787,1,26.5,outside,2019,492750,9090250,FALSE,2019,outside,26.5,FALSE,TRUE
42796,1,26.879359375,outside,2013,497250,9090250,FALSE,2013,outside,26.879359375,FALSE,TRUE
42797,1,26.967572265625,outside,2021,497750,9090250,FALSE,2021,outside,26.967572265625,FALSE,TRUE
43086,1,40.52776953125,outside,2020,418750,9089750,FALSE,2020,outside,40.52776953125,FALSE,TRUE
43087,1,40.14037890625,outside,2021,419250,9089750,FALSE,2021,outside,40.14037890625,FALSE,TRUE
43088,1,39.75550390625,outside,2017,419750,9089750,FALSE,2017,outside,39.75550390625,FALSE,TRUE
43089,1,39.37321484375,outside,2015,420250,9089750,FALSE,2015,outside,39.37321484375,FALSE,TRUE
43090,1,38.99358984375,outside,2022,420750,9089750,FALSE,2022,outside,38.99358984375,FALSE,TRUE
43099,1,35.71064453125,outside,2018,425250,9089750,FALSE,2018,outside,35.71064453125,FALSE,TRUE
43103,1,34.3402109375,outside,2010,427250,9089750,FALSE,2010,outside,34.3402109375,FALSE,TRUE
43105,1,33.67862890625,outside,2010,428250,9089750,FALSE,2010,outside,33.67862890625,FALSE,TRUE
43109,1,32.407560546875,outside,2013,430250,9089750,FALSE,2013,outside,32.407560546875,FALSE,TRUE
43110,1,32.10140234375,outside,2001,430750,9089750,FALSE,2001,outside,32.10140234375,FALSE,TRUE
43111,1,31.800158203125,outside,2006,431250,9089750,FALSE,2006,outside,31.800158203125,FALSE,TRUE
43112,1,31.50396875,outside,2004,431750,9089750,FALSE,2004,outside,31.50396875,FALSE,TRUE
43113,1,31.212978515625,outside,2006,432250,9089750,FALSE,2006,outside,31.212978515625,FALSE,TRUE
43169,1,26.575365234375,outside,2017,460250,9089750,FALSE,2017,outside,26.575365234375,FALSE,TRUE
43170,1,26.476404296875,outside,2017,460750,9089750,FALSE,2017,outside,26.476404296875,FALSE,TRUE
43223,1,26.476404296875,outside,2022,487250,9089750,FALSE,2022,outside,26.476404296875,FALSE,TRUE
43224,1,26.386548828125,outside,2019,487750,9089750,FALSE,2019,outside,26.386548828125,FALSE,TRUE
43523,1,44.24081640625,outside,2003,413750,9089250,FALSE,2003,outside,44.24081640625,FALSE,TRUE
43529,1,41.80012109375,outside,2020,416750,9089250,FALSE,2020,outside,41.80012109375,FALSE,TRUE
43555,1,32.330326171875,outside,2013,429750,9089250,FALSE,2013,outside,32.330326171875,FALSE,TRUE
43556,1,32.01562109375,outside,2019,430250,9089250,FALSE,2019,outside,32.01562109375,FALSE,TRUE
43619,1,25.811818359375,outside,2017,461750,9089250,FALSE,2017,outside,25.811818359375,FALSE,TRUE
43668,1,26.196373046875,outside,2022,486250,9089250,FALSE,2022,outside,26.196373046875,FALSE,TRUE
43670,1,25.985572265625,outside,2018,487250,9089250,FALSE,2018,outside,25.985572265625,FALSE,TRUE
43671,1,25.894015625,outside,2017,487750,9089250,FALSE,2017,outside,25.894015625,FALSE,TRUE
43672,1,25.811818359375,outside,2022,488250,9089250,FALSE,2022,outside,25.811818359375,FALSE,TRUE
43986,1,37.5832421875,outside,2014,421750,9088750,FALSE,2014,outside,37.5832421875,FALSE,TRUE
44002,1,31.945265625,outside,2016,429750,9088750,FALSE,2016,outside,31.945265625,FALSE,TRUE
44003,1,31.626728515625,outside,2019,430250,9088750,FALSE,2019,outside,31.626728515625,FALSE,TRUE
44116,1,25.5978515625,outside,2019,486750,9088750,FALSE,2019,outside,25.5978515625,FALSE,TRUE
44117,1,25.49509765625,outside,2018,487250,9088750,FALSE,2018,outside,25.49509765625,FALSE,TRUE
44118,1,25.401771484375,outside,2015,487750,9088750,FALSE,2015,outside,25.401771484375,FALSE,TRUE
44131,1,25.044958984375,outside,2017,494250,9088750,FALSE,2017,outside,25.044958984375,FALSE,TRUE
44422,1,41.6173046875,outside,2014,416250,9088250,FALSE,2014,outside,41.6173046875,FALSE,TRUE
44430,1,38.41874609375,outside,2017,420250,9088250,FALSE,2017,outside,38.41874609375,FALSE,TRUE
44443,1,33.58943359375,outside,2010,426750,9088250,FALSE,2010,outside,33.58943359375,FALSE,TRUE
44449,1,31.563427734375,outside,2005,429750,9088250,FALSE,2005,outside,31.563427734375,FALSE,TRUE
44563,1,25.109759765625,outside,2019,486750,9088250,FALSE,2019,outside,25.109759765625,FALSE,TRUE
44564,1,25.005,outside,2021,487250,9088250,FALSE,2021,outside,25.005,FALSE,TRUE
44565,1,24.909837890625,outside,2017,487750,9088250,FALSE,2017,outside,24.909837890625,FALSE,TRUE
44566,1,24.8243828125,outside,2019,488250,9088250,FALSE,2019,outside,24.8243828125,FALSE,TRUE
44867,1,42.15744140625,outside,2005,415250,9087750,FALSE,2005,outside,42.15744140625,FALSE,TRUE
44885,1,35.0463984375,outside,2018,424250,9087750,FALSE,2018,outside,35.0463984375,FALSE,TRUE
44892,1,32.53459765625,outside,2006,427750,9087750,FALSE,2006,outside,32.53459765625,FALSE,TRUE
44893,1,32.190837890625,outside,2018,428250,9087750,FALSE,2018,outside,32.190837890625,FALSE,TRUE
44894,1,31.851216796875,outside,2005,428750,9087750,FALSE,2005,outside,31.851216796875,FALSE,TRUE
44897,1,30.858548828125,outside,2011,430250,9087750,FALSE,2011,outside,30.858548828125,FALSE,TRUE
44974,1,24.083189453125,outside,2010,468750,9087750,FALSE,2010,outside,24.083189453125,FALSE,TRUE
44975,1,24.129857421875,outside,2010,469250,9087750,FALSE,2010,outside,24.129857421875,FALSE,TRUE
45326,1,37.01351171875,outside,2014,421250,9087250,FALSE,2014,outside,37.01351171875,FALSE,TRUE
45327,1,36.62308203125,outside,2006,421750,9087250,FALSE,2006,outside,36.62308203125,FALSE,TRUE
45341,1,31.484123046875,outside,2009,428750,9087250,FALSE,2009,outside,31.484123046875,FALSE,TRUE
45716,1,61.7454453125,outside,2017,392750,9086750,FALSE,2017,outside,61.7454453125,FALSE,TRUE
45717,1,61.28009375,outside,2017,393250,9086750,FALSE,2017,outside,61.28009375,FALSE,TRUE
45771,1,37.5,outside,2019,420250,9086750,FALSE,2019,outside,37.5,FALSE,TRUE
45772,1,37.10121484375,outside,2017,420750,9086750,FALSE,2017,outside,37.10121484375,FALSE,TRUE
45773,1,36.70490625,outside,2009,421250,9086750,FALSE,2009,outside,36.70490625,FALSE,TRUE
45775,1,35.92005078125,outside,2006,422250,9086750,FALSE,2006,outside,35.92005078125,FALSE,TRUE
45789,1,30.777427734375,outside,2020,429250,9086750,FALSE,2020,outside,30.777427734375,FALSE,TRUE
46213,1,39.24601953125,outside,2017,417750,9086250,FALSE,2017,outside,39.24601953125,FALSE,TRUE
46219,1,36.80013671875,outside,2018,420750,9086250,FALSE,2018,outside,36.80013671875,FALSE,TRUE
46222,1,35.60898828125,outside,2011,422250,9086250,FALSE,2011,outside,35.60898828125,FALSE,TRUE
46659,1,39.38591015625,outside,2020,417250,9085750,FALSE,2020,outside,39.38591015625,FALSE,TRUE
46660,1,38.96793359375,outside,2017,417750,9085750,FALSE,2017,outside,38.96793359375,FALSE,TRUE
46661,1,38.5519140625,outside,2014,418250,9085750,FALSE,2014,outside,38.5519140625,FALSE,TRUE
46665,1,36.908671875,outside,2022,420250,9085750,FALSE,2022,outside,36.908671875,FALSE,TRUE
46666,1,36.50342578125,outside,2004,420750,9085750,FALSE,2004,outside,36.50342578125,FALSE,TRUE
47099,1,42.1099765625,outside,2022,413750,9085250,FALSE,2022,outside,42.1099765625,FALSE,TRUE
47106,1,39.11521484375,outside,2018,417250,9085250,FALSE,2018,outside,39.11521484375,FALSE,TRUE
47107,1,38.69431640625,outside,2016,417750,9085250,FALSE,2016,outside,38.69431640625,FALSE,TRUE
47108,1,38.2753203125,outside,2014,418250,9085250,FALSE,2014,outside,38.2753203125,FALSE,TRUE
47111,1,37.03039453125,outside,2011,419750,9085250,FALSE,2011,outside,37.03039453125,FALSE,TRUE
47121,1,33.03407421875,outside,2017,424750,9085250,FALSE,2017,outside,33.03407421875,FALSE,TRUE
47123,1,32.26840625,outside,2009,425750,9085250,FALSE,2009,outside,32.26840625,FALSE,TRUE
47124,1,31.8904375,outside,2010,426250,9085250,FALSE,2010,outside,31.8904375,FALSE,TRUE
47304,1,20.88061328125,outside,2008,516250,9085250,FALSE,2008,outside,20.88061328125,FALSE,TRUE
47550,1,40.13103515625,outside,2017,415750,9084750,FALSE,2017,outside,40.13103515625,FALSE,TRUE
47552,1,39.274671875,outside,2016,416750,9084750,FALSE,2016,outside,39.274671875,FALSE,TRUE
47553,1,38.84906640625,outside,2018,417250,9084750,FALSE,2018,outside,38.84906640625,FALSE,TRUE
47554,1,38.42525390625,outside,2017,417750,9084750,FALSE,2017,outside,38.42525390625,FALSE,TRUE
47558,1,36.7491484375,outside,2017,419750,9084750,FALSE,2017,outside,36.7491484375,FALSE,TRUE
47559,1,36.33524609375,outside,2014,420250,9084750,FALSE,2014,outside,36.33524609375,FALSE,TRUE
47560,1,35.92353125,outside,2017,420750,9084750,FALSE,2017,outside,35.92353125,FALSE,TRUE
47989,1,43.38490625,outside,2017,411750,9084250,FALSE,2017,outside,43.38490625,FALSE,TRUE
47990,1,42.9418203125,outside,2017,412250,9084250,FALSE,2017,outside,42.9418203125,FALSE,TRUE
47991,1,42.5,outside,2021,412750,9084250,FALSE,2021,outside,42.5,FALSE,TRUE
47992,1,42.05948046875,outside,2022,413250,9084250,FALSE,2022,outside,42.05948046875,FALSE,TRUE
47998,1,39.4461640625,outside,2019,416250,9084250,FALSE,2019,outside,39.4461640625,FALSE,TRUE
47999,1,39.0160234375,outside,2002,416750,9084250,FALSE,2002,outside,39.0160234375,FALSE,TRUE
48000,1,38.5875625,outside,2018,417250,9084250,FALSE,2018,outside,38.5875625,FALSE,TRUE
48004,1,36.891734375,outside,2014,419250,9084250,FALSE,2014,outside,36.891734375,FALSE,TRUE
48005,1,36.47259375,outside,2008,419750,9084250,FALSE,2008,outside,36.47259375,FALSE,TRUE
48006,1,36.05551171875,outside,2014,420250,9084250,FALSE,2014,outside,36.05551171875,FALSE,TRUE
48007,1,35.64056640625,outside,2014,420750,9084250,FALSE,2014,outside,35.64056640625,FALSE,TRUE
48013,1,33.20015234375,outside,2013,423750,9084250,FALSE,2013,outside,33.20015234375,FALSE,TRUE
48014,1,32.8024375,outside,2004,424250,9084250,FALSE,2004,outside,32.8024375,FALSE,TRUE
48015,1,32.407560546875,outside,2022,424750,9084250,FALSE,2022,outside,32.407560546875,FALSE,TRUE
48017,1,31.626728515625,outside,2017,425750,9084250,FALSE,2017,outside,31.626728515625,FALSE,TRUE
48123,1,23.7065390625,outside,2022,478750,9084250,FALSE,2022,outside,23.7065390625,FALSE,TRUE
48437,1,42.71123828125,outside,2018,412250,9083750,FALSE,2018,outside,42.71123828125,FALSE,TRUE
48446,1,38.76209375,outside,2014,416750,9083750,FALSE,2014,outside,38.76209375,FALSE,TRUE
48448,1,37.9011875,outside,2017,417750,9083750,FALSE,2017,outside,37.9011875,FALSE,TRUE
48452,1,36.200828125,outside,2014,419750,9083750,FALSE,2014,outside,36.200828125,FALSE,TRUE
48453,1,35.78058203125,outside,2004,420250,9083750,FALSE,2004,outside,35.78058203125,FALSE,TRUE
48454,1,35.36241015625,outside,2014,420750,9083750,FALSE,2014,outside,35.36241015625,FALSE,TRUE
48892,1,38.94868359375,outside,2021,416250,9083250,FALSE,2021,outside,38.94868359375,FALSE,TRUE
48900,1,35.5105625,outside,2004,420250,9083250,FALSE,2004,outside,35.5105625,FALSE,TRUE
48901,1,35.089171875,outside,2006,420750,9083250,FALSE,2006,outside,35.089171875,FALSE,TRUE
48905,1,33.4252890625,outside,2006,422750,9083250,FALSE,2006,outside,33.4252890625,FALSE,TRUE
48909,1,31.800158203125,outside,2017,424750,9083250,FALSE,2017,outside,31.800158203125,FALSE,TRUE
49340,1,38.26878515625,outside,2001,416750,9082750,FALSE,2001,outside,38.26878515625,FALSE,TRUE
49350,1,33.97793359375,outside,2010,421750,9082750,FALSE,2010,outside,33.97793359375,FALSE,TRUE
49354,1,32.318724609375,outside,2005,423750,9082750,FALSE,2005,outside,32.318724609375,FALSE,TRUE
49736,1,61.68468359375,outside,2020,391250,9082250,FALSE,2020,outside,61.68468359375,FALSE,TRUE
49796,1,34.13209765625,outside,2015,421250,9082250,FALSE,2015,outside,34.13209765625,FALSE,TRUE
49800,1,32.4499609375,outside,2017,423250,9082250,FALSE,2017,outside,32.4499609375,FALSE,TRUE
49801,1,32.03513671875,outside,2011,423750,9082250,FALSE,2011,outside,32.03513671875,FALSE,TRUE
49804,1,30.80584375,outside,2017,425250,9082250,FALSE,2017,outside,30.80584375,FALSE,TRUE
49894,1,18.828169921875,outside,2022,470250,9082250,FALSE,2022,outside,18.828169921875,FALSE,TRUE
49895,1,18.927494140625,outside,2021,470750,9082250,FALSE,2021,outside,18.927494140625,FALSE,TRUE
50063,1,40.9176015625,outside,2017,554750,9082250,FALSE,2017,outside,40.9176015625,FALSE,TRUE
50243,1,33.871078125,outside,2003,421250,9081750,FALSE,2003,outside,33.871078125,FALSE,TRUE
50248,1,31.756888671875,outside,2009,423750,9081750,FALSE,2009,outside,31.756888671875,FALSE,TRUE
50341,1,18.33712109375,outside,2022,470250,9081750,FALSE,2022,outside,18.33712109375,FALSE,TRUE
50628,1,62.36184765625,outside,2019,390250,9081250,FALSE,2019,outside,62.36184765625,FALSE,TRUE
50686,1,35.35533984375,outside,2017,419250,9081250,FALSE,2017,outside,35.35533984375,FALSE,TRUE
50695,1,31.484123046875,outside,2018,423750,9081250,FALSE,2018,outside,31.484123046875,FALSE,TRUE
50697,1,30.647185546875,outside,2014,424750,9081250,FALSE,2014,outside,30.647185546875,FALSE,TRUE
50698,1,30.23243359375,outside,2021,425250,9081250,FALSE,2021,outside,30.23243359375,FALSE,TRUE
51140,1,32.070236328125,outside,2013,422750,9080750,FALSE,2013,outside,32.070236328125,FALSE,TRUE
51264,1,18.580904296875,outside,2022,484750,9080750,FALSE,2022,outside,18.580904296875,FALSE,TRUE
51579,1,35.33058203125,outside,2012,418750,9080250,FALSE,2012,outside,35.33058203125,FALSE,TRUE
51587,1,31.815876953125,outside,2017,422750,9080250,FALSE,2017,outside,31.815876953125,FALSE,TRUE
52017,1,39.1950234375,outside,2021,414250,9079750,FALSE,2021,outside,39.1950234375,FALSE,TRUE
52031,1,32.8823671875,outside,2006,421250,9079750,FALSE,2006,outside,32.8823671875,FALSE,TRUE
52034,1,31.567388671875,outside,2014,422750,9079750,FALSE,2014,outside,31.567388671875,FALSE,TRUE
52035,1,31.132779296875,outside,2006,423250,9079750,FALSE,2006,outside,31.132779296875,FALSE,TRUE
52165,1,16.492421875,outside,2014,488250,9079750,FALSE,2014,outside,16.492421875,FALSE,TRUE
52478,1,32.64965625,outside,2017,421250,9079250,FALSE,2017,outside,32.64965625,FALSE,TRUE
52479,1,32.206365234375,outside,2009,421750,9079250,FALSE,2009,outside,32.206365234375,FALSE,TRUE
52482,1,30.886890625,outside,2006,423250,9079250,FALSE,2006,outside,30.886890625,FALSE,TRUE
52906,1,41.14000390625,outside,2019,411750,9078750,FALSE,2019,outside,41.14000390625,FALSE,TRUE
